text,sentimen
Dibantai Setengah Lusin Patrick Kluivert Sebut Timnas Indonesia Harus Belajar dari Kekalahan Melawan Jepang https://t.co/T9zZC3MX6Z,negatif
10/ Pergantian pemain pun ternyata tak mengubah cara bermain Timnas Indonesia. Cara bermain ini mengingatkan kekalahan dari Australia yang lalu. Kurang lebih polanya sama. Kekalahan dari Jepang adalah pembelajaran yang berharga. Bintang 6 untuk JepangðŸ‡¯ðŸ‡µ. ,netral
Orang Indonesia kalo soal ngehujat pada berebut posisi paling depan dari segala sisi entah itu timnas musik dan lain sebagainya.,netral
Keep strong timnas dengan jepang menurunkan skuad utamanya timnas kita bener di uji. Semoga timnas Indonesia bisa berbenah di ronde 4 jadikan permainan ini sebagai pembelajaran ï¸ #GarudaMendunia,positif
Timnas Indonesia Dibantai Jepang 0-6 di Laga Terakhir Kualifikasi Piala Dunia 2026 https://t.co/NTOPtY0bzg,negatif
SADAR ATAU TIDAK KALIAN DAN MEDIA LAH YG MENJERUMUSKAN TIMNAS PADA SITUASI BURUK... KALIAN BUKAN BERHARAP ATAU BERMIMPI TIMNAS MAJU TAPI KALIAN MEMBERIKAN racun TERHADAP TIMNAS INDONESIA... TETAPLAH BERLINDUNG DIBALIK NARASI KALIAN... ï¸ pukaimakkk.....,positif
Jepang langganan Piala Dunia delapan edisi terakhir menyadarkan timnas Indonesia. Banyak hal harus dibenahi Patrick Kluivert untuk bawa Garuda ke pentas dunia. #Olahraga #Kompas60 https://t.co/7aOn5ve6d5,netral
Skuad Garuda harus menelan pil pahit atas kekalahan melawan Samurai Biru pada laga Kualifikasi Piala Dunia 2026 Selasa (10/6/2025) sore hingga malam tadi. Raksasa sepak bola Asia ini tak henti-hentinya melakukan penyerangan dan menciptakan gol ke gawang Timnas Indonesia. 3 gol https://t.co/nffF8dvl2W,netral
Next time kalau ada kesempatan lagi bisa ketemu jepang jangan sampai kalah. Ayo terus berbenah disemua lini. Terus semangat timnas indonesia.,positif
IRIS NIH KUPING GW TERLEPAS APAPUN HASIL DARI ROUND 4 NANTI NARASI BAHWA YANG PALING BERJASA BUAT TIMNAS INDONESIA ITU ERICK THOHIR BAKALAN MUNCUL DIMANA MANA. LU MAKAN TUH SIRKUS KALO YANG LU RIBUTIN MASIH PELATIH PEMAIN ATAU PENDUKUNG TIMNAS.,positif
30 detik 4 kali penyelamatan Meskipun kebobolan banyak tapi Emil Audero masih bisa nunjukin kualitasnya. Jd bikin bingung nih.. Di round 4 nanti yg jadi kiper utama Timnas Indonesia Maarten Paes atau Emil ya? #TimnasDay #GarudaMendunia https://t.co/BI3ScjTN2t,positif
@erickthohir Pemain naturalisasi ini mau sampe berapa Pildun? Paling cuma 2030 lewat dari itu sudah pada tua. Trus naturalisasi pemain lain lagi? Pemain yg ga masuk timnas negaranya disuruh pake jersey Indonesia buat masuk Pildun?! NGIMPI...,negatif
@ananda_dejong @idextratime Mungkin Krn waktu itu mainnya di Indonesia jadi ada tekanan untuk pemain jepang dr supporter timnas ,positif
Kita kasih apresiasi untuk pendukung timnas Indonesia yang hadir langsung ke stadion Suita malam ini. https://t.co/yyWLepUTSb,positif
Kata Erick Thohir Usai Timnas Indonesia Dibantai Jepang. https://t.co/sJzq2GD94X,negatif
@cursedkidd kapan melatih timnas indonesia wil?,netral
Kalah dan kita harus tetap membumi... 3 menang 3 seri dan 4 kalah... Catatan Timnas Indonesia di round 3. Harus segera diperbaiki dan jika perlu menambah pemain baru. #TimnasDay https://t.co/i0nY5fd3LM,positif
9/ Formasi Timnas Indonesia kali ini rigid terlihat kaku tetap mempertahankan shape 5-4-1 dengan gelandang sejajar ketika bertahan jarak antar lini pun terlihat cukup jauh maka lebih sering melakukan long ball. Tidak seperti melawan China dimana bola-bola bawah dan umpan simpel,negatif
Semangat buat timnas Indonesia kalian sampai sejauh ini itu udah keren banget ï¸ Dengan jepang menurunkan skuad utama nya jdi timnas kita bener di uji. Semoga timnas bisa berbenah di ronde 4,positif
Jepang sama Indonesia peringkat FIFA nya itu beda 100an kalau ibaratnya Jepang ini Liverpool Indonesia ini Notts County. Jauuuhhh banget kualitasnya. Ditambah timnas ini hasil program instan ya skor 6-0 ini bukan hal yang ngagetin.,netral
puas banget jirr hari ini liat timnas indonesia bs lolos R4 sekaligus ngeliat sinulingga &amp; thowel cs ketampar fakta smg jg bs bkin melek fans bola yg selama ini asbun or baru ngikutin timnas akhir kata gw yakin abs ini byk yg nonton ulang 1st leg R3 indonesia vs jepang di GBK,positif
Debat tajam tiga pemuda tentang timnas. Mereka menganalisis kekalahan 6-0 Jepang vs Indonesia dengan orientasi agama hingga klenik. https://t.co/nE9HbaNRQD,negatif
Ketua Umum PSSI Erick Thohir mengucapkan terima kasih kepada suporter yang menyaksikan laga Jepang vs timnas Indonesia Selasa (10/6/2025) malam WIB. #liputan6dotcom #lip6van #timnasvsjepang https://t.co/WSWgSfGhSb,positif
Lebih dari 5.000 fans Timnas Indonesia memadati tribun selatan Stadion Panasonic Suita. Tidak henti-hentinya dukungan kepada Merah-Putih. Fokus lagi buat R4 QWC 2026! #OPPOxTimnas #TimnasDay https://t.co/xQKvKzkUZf,positif
 Menang kalah dan seri ku tak peduli lantangkan suara ini Garuda... Semakin tertinggal semakin dipompa oleh fans Timnas Indonesia. Ayo Indonesia ðŸ‡®ðŸ‡©ï¸ #OPPOxTimnas #TimnasDay https://t.co/FpbTCbBx1Z,netral
Bagus sih kalah 6-0 dari jepang kita di sadarkan bahwa secara permainan timnas Indonesia masih jauh di level negara piala dunia sekarang bagaimana caranya pelatih merubah sistem agar permainan timnas indonesia bisa sejajar dengan negara-negara piala dunia,positif
Timnas Indonesia Kalah Telak Lawan Jepang ampun dah wkwkwk Padahal udah tim kepelatihan terbaik diambil #TimnasDay #Jepang #TimnasIndonesia #JPNvIDN #pialadunia #kualifikasipialadunia #AFC #PSSI,positif
Ya saat ini Timnas jepang: Timnas indonesia: ,netral
Sejarah Kelam! Jepang Permalukan Timnas Indonesia 6-0 Apa Kata Kluivert? https://t.co/zGcJauHTqT,negatif
@arthawidhi Hari ini dengan kondisi lapangan yang lebih baik terulang lagi kekalahan 6-0. Dan Timnas Indonesia belum pernah menang sekalipun di kandang Jepang.,positif
Jepang Bantai Timnas Indonesia Setengah Lusin Gol https://t.co/wLbNEWztMg,negatif
@edwinsdinata Karna pemain lokal indonesia tuh semodel kaya jepang. Gesit. Lari sana lari sini. Maju mundur. Apa lagi buat timnas. Kelemahan nya. Ya iq nya..... Kalo naturasali kebalikanya malah. Iq oke.. semangat ada. Tp cuma sapa dah verdong kalo salah korek si. Dia yg rajin naik turun,positif
@jusahourly Emang paling bener dukung timnas di Indonesia tuh for fun aja... Soalnya kalau di lihat dan di bandingkan dengan cara jfa mentreatmen timnya PSSI jadi kelihatan kayak cuma bercanda aja maaf banget,positif
@eleganttnaa @unmagnetism bukan jepang nunjukin kalau kekuatan timnas itu asalnya dari pengembangan usia dini dan kejelasan kompetisi lokal dan junior. opini lu relevan kalo indonesia udah setara dengan negara juru kunci fase grup pildun,positif
Jepang kasih pengalaman berharga buat Timnas Indonesia ! Timnas indonesia kalah 6 : 0 lawan Jepang ! #timnasindonesia #japan #kualifikasipialadunia2026 #highlight #football #fyp #foryou https://t.co/BlKMP0Icm4,netral
KUALIFIKASI TAHAP KETIGA PIALA DUNIA 2026 ZONA ASIA Timnas Indonesia kebobolan 3 gol pada babak kedua dan menutup laga ke 10 (Terakhir) Babak Ketiga Kualifikasi Piala Dunia 2026 zona Asia melawan Jepang dengan skor 0-6 untuk kemenangan Timnas Jepang.,netral
Kata-Kata Pertama Patrick Kluivert Usai Timnas Indonesia Kena Libas 0-6 dari Jepang: Inilah Tim Level Piala Dunia https://t.co/iVqeXQSwWz,netral
Orang INDONESIA kebanyak memang ga siap buat diajak maju. Ngeliat fenomena timnas yg dibantai abis lawan jepang yg emang bukan levelnya masih banyak yg hate speech ke pemain timnas nya sendiri sekali lagi timnasnya sendiri. Emang sesusah itukah berfikir jernih dlm mengkritik.,negatif
Semangat timnas Indonesia!!,positif
natsuki besok main sepak bola aja ya terus masuk timnas Indonesia,negatif
@MiskinTV_ @FAM_Malaysia Kurang beruntung itu tp secara permainan enak dilihat lho Malaysia. Lini tengahnya hidup banget ada Hector Hevel. Rasanya ga jauh dgn timnas Indonesia 55-45 lah. Jgn2 kita yg beruntung ga jadi ujicoba FMD dgn mereka... Jd kita ga keliatan hampir kesusul oleh mereka.,negatif
timnas Indonesia pas lawan jepang: https://t.co/wd1qPJOXir,netral
Setelah Indonesia menang 1-0 dari China banyak orang yang cari panggung ingin dilihat paling berjasa. Dan itu membuat timnas terlena kehilangan fokus dalam turnamen yang berlangsung. PARTY. DAN AKHIRNYA KALAH 6-0. EMBARASSING. Kalah sih wajar. Tapi Kalah telak ini tak pantas,negatif
Jepang langganan Piala Dunia delapan edisi terakhir menyadarkan timnas Indonesia. Banyak hal harus dibenahi Patrick Kluivert untuk bawa Garuda ke pentas dunia. #Olahraga #Kompas60 https://t.co/gx1En1jgdG,netral
Kutukan Mees Hilgers di Timnas Indonesia Berlanjut: 4 Laga Tanpa Kemenangan! https://t.co/jOkzSS0f6D,negatif
Komentar Erick Thohir usai Timnas Indonesia Dibantai Jepang 0-6 https://t.co/tZQmTGZcd3,negatif
@unmagnetism Hahahaha awas ada orang fanatik liga Indonesia komen un capek lihat timnas kalah malah ada yang seneng timnasnya sendiri kalah.,negatif
Akhir Perjalanan Timnas Indonesia di Ronde 3 Kualifikasi Piala Dunia 2026 Jepang Beri Pelajaran https://t.co/7S5Ftg9llJ,netral
Misal Capek2 ET bawa indonesia lolos pildun. Emang yg bakal paling diinget siapa ketua pssi nya ? Atau mantan presiden (yg jadi bos lama ET)? Ya kgk lah. Yg bakal diinget siapa presidennya. Sedih emang nasib timnas. Gara2 beda gerbong di sabotase ,positif
Lupakan INDONESIA Kita masih jauh kalau mau dibandingkan sama JAPAN. Jadi suatu kebanggaan juga bisa berhadapan dengan japan. Sembari memperbaiki mental dan jam terbang timnas kita. Tetap rispeck kepada timnas kalian sudah jauh bangkit dari keterpurukan. #TimnasIndonesia https://t.co/0VyFUFYJvv,positif
@themelanins udah bang jangan mao di adu terus sama sesama pendukung timnas mao itu pk ato sty yang tai tetep ET DAN PEMERENTAH INDONESIA,positif
@idextratime @kapalapi_id Jadikan arya sinulingga pelatih timnas Indonesia menggantikan kluivert,netral
7 Lokasi Nonton Bareng Timnas Indonesia vs Jepang di Bandung: Seru dan Meriah Pertandingan persahabatan antara Timnas Indonesia dan Jepang akan berlangsung di Stadion Suita Jepang pada pukul 17.35 WIB. Meskipun kedua tim telah memastikan lolos ke putar https://t.co/liIjA7FOqX,positif
@erickthohir Jam Rolex sdh di kantong . peluang ke pildun kan pasti tapi laga dgn team asia timur .. kalah dgn jepang 0-6.. kan Rolex sdh sama timnas tanding nextnya jaga kesehatan timnas mereka setengah Indonesia sisanya lagi enak diluar ,positif
@ichsanopiick Terakhiran di liga belanda aja dibilang sibodoh terlebih setelah join timnas Indonesia...sad,negatif
Babak kedua Jepang vs Indonesia Timnas Indonesia dibombardir Kubo dkk. Skor akhir 6-0. #timnasindonesia #timnasday #timnas #garudaindonesia #u23 #fifa #pialaasiau23 #pialadunia2026 #indonesiavsjepang #pialadunia2026 #GarudaMendunia https://t.co/xmCfVg4AnV,netral
@txtdaritax @idextratime Emang dengan permainan yang kayak gitu masih ada supporter timnas yang ngarep Indonesia lolos pildun?,positif
suporter indonesia selalu ada dimana pun timnas tanding..yg artinya suporter indo memberikan pendapatan dr penjualan tiket #TimnasDay,netral
Kekalahan 6-0 melawan Jepang tak perlu dinyinyiri dengan komentar yg tidak memiliki adab. Ingat sekelas Brazil saja pernah kalah dikandang melawan Jerman 7-1 pada 2014. Timnas Indonesia kalah kelas dan perlu waktu utk meningkatkan permainan tim. Kesempatan bermain bersama minim.,netral
@nksthi Ya Allah pembahasannya rolex lagi rolex lagi yaudah sih ges namanya rezeki pemain timnas Indonesia karena sudah lolos round 4 Sekalinya kalah telak begini semua kena semprot.,positif
@TxtdariHI Timnas indonesia nya yg jelek lah masih ditanya lagi wkwkwk,negatif
Atmosfer luar biasa membuncah menjelang kick-off laga Timnas Jepang melawan Timnas Indonesia di Suita City Football Stadium Selasa (10/6/2025). Pihak tuan rumah menyediakan 3.000 tiket untuk pendukung Timnas Indonesia namun jumlah suporter Garuda yang hadir tampaknya jauh https://t.co/37DrplWjgJ,positif
terima kasih perjuangannya garuda timnas indonesia,positif
@AlionelMessi_ Jangan salah abang di indonesia juga punya roadmap yang jelas jilat ketum pssi=jabatan aman timnas lolos pildun = 2029 jadi president atau wakil presiden apa itu road map pembinaan usia muda kirim pemain ke pembinaan eropa perbaikan dan perbanyak kompetisi domestik.,positif
nangisin video supporter timnas indonesia di halaman stadion jepang katanya mereka gabisa masuk karna stadion kekecilan their chant was aloud tho ,positif
Timnas Jepang senior sukses membantai timnas Indonesia dengan skor telak 6-0. Sementara itu dipertandingan lain adik2 nya pada kelompok umur mengalami kekalahan dari Denmark dan Prancis https://t.co/kxpMNcr0NP,positif
Memang Kalah Level Dengan Timnas Jepang Semoga Di Round 4 Timnas Indonesia Bisa Bangkit ðŸ‡®ðŸ‡© #TimnasDay,positif
4 pertandingan pertama coach Patrick Kluivert bersama timnas Indonesia ðŸ‡®ðŸ‡© Kalah 5-1 lawan ðŸ‡¦ðŸ‡ºAustralia Menang 1-0 lawan ðŸ‡§ðŸ‡­Bahrain Menang 1-0 lawan ðŸ‡¨ðŸ‡³China Kalah 6-0 lawan ðŸ‡¯ðŸ‡µJepang https://t.co/5h63xvPgFH,negatif
Malu banget jd timnas indonesia.,negatif
@tanyarlfes Gak setuju. Kalau dilihat dari proses sepak bola Indonesia selama ini ya wajar aja ini langkah terbesar Timnas kita selama ini. Uzbekistan sama Yordania bisa ya kita juga bisa dengan pemain yang ada. Dimata aku mereka semua pemain berdarah Indonesia bukan Orang asing.,positif
Abis menang lawan Indonesia timnas Jepang dikasih jam Casio calculator,negatif
@tukangndaut @idextratime Ya benar. Presiden Prabowo Subianto memberikan jam Rolex kepada timnas Indonesia setelah menang melawan China di kualifikasi Piala Dunia 2026 menggunakan dana pribadi seperti dikonfirmasi Mensesneg Prasetyo Hadi pada 10 Juni 2025. Nilai jam sekitar IDR 254 juta per buah.,negatif
jepang drdulu mmg susah buat dibantai. menang kalah biasa yg gk biasa itu penonton yg gk terima kekalahan dan nyerang pemain timnas. mang lo pikir keberuntungan akn terus sama indonesia,negatif
Timnas Indonesia kalah telak 0-6 dari Jepang pada laga Kualifikasi Piala Dunia zona Asia 2026 di Stadion Suita Kamis (10/6/25). Meski kalah Timnas Indonesia berhasil lolos ke ronde ke-4. #axialnews #news #pialadunia Sumber @cnnindonesia https://t.co/83Amk8dvTK,positif
@livemekz @typagirlls komplit ? Yakin? Sandy Walsh cidera Ragnar akumulasi Ivar akumulasi Verdonk akumulasi Ridho cidera Paes akumulasi. Yg main skrg bisa dibilang lapis keduanya bukan yg sering main di Timnas kyk Hilgers Dean 2 Sayuri Beckham. Makin parah pas Diks cidera udh deh.,positif
Timnas Indonesia Digulung Jepang di Kualifikasi Piala Dunia 2026 Ini Pesan Erick Thohir https://t.co/KjZUempAqi,netral
@kamar_agung Tetap semangat timnas indonesia https://t.co/ZurYQUmRgd,positif
Gubernur Kalteng Nobar Timnas di Istana Tetap Bangga Meski Indonesia Kalah https://t.co/yjqWFiWSE1,positif
@typagirlls Jepang dari zaman lawan Andik Hendra Bayaw Timnas U21 kualifikasi piala asia lawan Egy MV piala asia U20 2018 sama zaman skrng karakter sepakbola nya ga berubah udah pakem dari level akademi terus berharap Indonesia yang sepakbola gini2 aja bisa menyaingi bahkan mengalahkan?,positif
@edwinsdinata Naturalisasi hanya untuk short term aja karna punya ambisi bisa nembus PD. Kalo mau long term hrs serius pembinaan usia dini sampe ke timnas kelompok umur seperti halnya Jepang. Kalo udah begini baru dah tim-tim besar Asia segan ama Indonesia.,positif
nonton timnas jepang vs indonesia kah?,netral
Walau hasilnya kurang baik tapi dibalik itu kita tetap bangga karena Timnas Indonesia berhasil melaju ke Round 4! ï¸ Letsgo Garuda!! #MPLIDS15 #WeOwnThis #TimnasDay https://t.co/VVosjai0vt,positif
Timnas Indonesia Dibantai Jepang 6-0 https://t.co/wkTu5uR5cU,negatif
Timnas itu proses bakat anak Indonesia yang ditempa dengan identitas kita. Cara yg seharusnya menjadi tugas otoritasnya. Jepang benar-benar mewujudkan timnas sebagai proses sosial. Endo Kamada Mitoma adalah anak daerah yg belajar sepak bola terstruktur rancangan JFA.,netral
@Lutttop @unmagnetism Jangan nyari gara gimana supporter harimau malaya udaa ngatain Timnas Indonesia buat malu beban asean ,positif
lolos aja belum udah keburu dikasih rolex. ini timnas indonesia bukan timnas argentina AKWKWKWKWKWKWKWKWKWK,positif
@erickthohir Tetap semangat Timnas Indonesia yaaaa wlu babak belur sich soale klu menang bisa heboh sedunia ,positif
Oh Raja Ampat Sedang dirusak? https://t.co/Cz514ySPsF,negatif
Sakit hati banget sampe tiap postingan tentang Raja Ampat lewat ngembeng banyu moto,negatif
please lah aku blm pernah ke raja ampat dan amat sangat mengagumi raja ampat karena secantik itu. tolong jangan rusak raja ampat dan sekitarnya kasian juga warga sekitar yang terdampak @prabowo,negatif
Raja Ampat keindahan alamnya terancam. #SaveRajaAmpat https://t.co/7fscHQOj27,negatif
Juni 2025 baru sampai tanggal 5 tapi : ï¸ Hotel dinas Menteri hingga Rp 9 3 Juta/malam ï¸ Diskon listrik batal ï¸ Biaya konsumsi rapat menteri Rp 171.000/orang ï¸ Rumah Subsidi Rakyat dibonsai ï¸ Raja Ampat dirusak Semoga tidak ada kejutan aneh2 mengingat bulan Juni,negatif
Bahkan bisa saja hewan-hewan langka di Raja Ampat bisa hilang dan populasi nya semakin sedikit dan menipis untuk apa melakukan aktivitas pembangunan besar seperti ini sampai melibatkan wisata Raja Ampat? bahkan perlakuan binatang saja kalah sama pejabat di Indonesia,positif
Waktu kita liburan ke Raja Ampat (aku sama mas Hardi) tapi ketinggalan rombongan terlalu asik berdua. Jadinya kita kayak anak ilang. ,netral
pak saya belom ke raja ampat..,netral
@livebedumpast @prabowo Broh @prabowo elu khan sekarang jadi presiden masa lu gak punya kemampuan menghentikan SELURUH kejahatan lingkungan dan kerusakan alam akibat aktivitas tambang di raja ampat.. TURUN AJA LU DARI KURSI PRESIDEN... GAK ADA GUNA BANGET LU JADI PRESIDEN...,negatif
Weh jangan lah anjer blm pernah kesana gue masa jadi tambang sih babik.... Raja ampat biar jadi pulau wisata aja jangan semua Jadi tambang buseh,negatif
SAVE RAJA AMPAT! Aku belum pernah kesana plissss,netral
Ditempatku kita bantuin NGO ngurus izin dokumen angkut buat restocking hiu tujuannya ke raja ampat. Tapi pemerintah malah....,positif
Lah malah dijadiin tambang ilegal apa gak rugiii kita jdi rakyatnya maksud gue kok kaya bodoh bgt yaa jdi pemimpin ya Allah... kan raja ampat jelas2 potensial jdi tmpt wisata. Negeri makmur rakyat makmur krna bisa bantu mrka kaya mrka jdi jualan,positif
Coba mau liat dia komentar apa begitu Raja Ampat ini rame. Tiap kasih statement isinya blunder terus. Ya aku paham dia jadi menteri karena jatah partai but man... Otaknya kosong selangkangan doang isinya. Ngga adakah kader partai lain yg otaknya isi dikit?,negatif
belum juga ke raja ampat masa harus liat rusak duluan sih gara gara si wowo tolol????,negatif
Itu yang nikelnya kalo nyenggol raja ampat parah si lu wok gabisa ngasi kebijakan buat negara. Ancurrrr. Serakah banget sumpah. Tp KORUP smua. Tai,positif
Padahal raja ampat tuh bagus bgt cok buat tmpt wisata smpe gue rekomendasiin ke temen korea gue dulu klo mau ke indo jgn ke bali terus kali2 ke raja ampat soalnya sama bagusnya,positif
DEG BGT PAGI PAGI LIAT BERITA RAJA AMPAT ya allah wish list gue ksna buat liat alam yg indah mlh di ancurin ajg ajg,negatif
Ke Raja Ampat aja belum udah di eksploitasi aja itu.,netral
Ngeliat fenomena raja ampat jd tambang ternyata keindahan tu ga akan berlangsung selamanya ya atau bahkan lama. Everything is temporary. Selagi indah memang harus buru buru dikejar atau ga ada lg kesempatan hilang sudah. Cma surga kah yg indah abadi?,netral
#SAVERAJAAMPAT Kami warga indonesia menolak keras penebangan yg terjadi di raja ampat #SAVERAJAAMPAT,netral
Se indah itu raja ampat malah di rusakin tambang nikel Mau nya presiden dan jajaran pemerintah ini apa sih?!,negatif
Jawaban pemerintah pasti itu bukan dikawasan raja ampat yang gugusan2 ituu. Lokasinya jauh dari sana LSM itu didanai ASING. KITA ADALAH BANGSA YANG BESAR JANGAN DIPERDAYA OLEH ASING,negatif
aku mau bngt ke raja Ampat tp malah dirusak,negatif
Emang KIMAK nya yg mau ngerusak raja ampat awak belm sempat kesana dah mau kalian rusak pulak.,negatif
Belum kesampaian ke Raja Ampat tapi alamnya udah dirusak. Banyak banget yg wishlist ke Raja Ampat tapi udah jelek gini Yuk guys bantu ramaikanâ€¼ï¸ Supportâ¬‡ï¸ https://t.co/x7shywCq9o #SaveRajaAmpat #thelastparadise BEFORE. AFTER. https://t.co/4pQSPym8ML,positif
@unmagnetism Raja Ampat bang ,netral
Begonyaaaaa. Negara Lagi di Jajah gaya baru Hilirisasi . di begoin Hilirisasi padahal mah jual mentah . Rakyat nya cuman bisa S a v e Raja Ampat Besoknya rebahan. Jadi Budak(Kerja) Gaya ngopi Starbuck .,positif
plis raja ampat jgn diapa apain yaallah,netral
Selamatkan Raja Ampat! #saverajaampat,netral
Pla leave raja ampat tempat yg sgt indah ga cukup kah maluku dan sulawesi diacak2 hmmm,negatif
@notevenfarr iya ajg.. lu tau ga raja ampat mau dibikin pertambangan nikel wkwk,netral
Uangnya dikumpulin dari sekarang biar bisa ke Raja Ampat pas terkumpul tau taunya alamnya sudah rusak apakah kalean ga sedih ngelihat kejadian ini?,positif
Ngikutin berita tentang raja ampat ternyata sekarang gue tau alasan orang sana mau merdeka pemerintah aja cuman mau ambil untung doang #SaveRajaAmpat,negatif
Dalam acara Indonesia Critical Minerals Conference &amp; Expo di Hotel Pullman Jakarta pada 3 Juni 2025 aktivis Greenpeace Indonesia memprotes kerusakan lingkungan di Raja Ampat yang sering disebut Surga Terakhir di Bumi sebagai akibat tambang nikel. (https://t.co/cVMxwmMd8Z) https://t.co/tnyn5UIUZe,negatif
EHHHH RAJA AMPAT SURGA DUNIA BREEE nih yg tua ga mikir keindahan alam disono???? YAAA KARNA DUIT LEBIH INDAH YEEE PAK BU,netral
gue belum ke raja ampat tolong deh ,netral
cokkk iso isone raja ampat di dadekne tambang ki looo utekkk e nengdii tooo yaallahhh,negatif
gak habis pikir tunggu aja bntr lg indonesia hancur lingkungan aja udh gak dipeduliin sm pemerintah liat raja ampat dihancurin krn tambang nikel makin gak ada cinta tanah airnya,positif
gue nangisin ini karna belum kesampean ke raja ampat tapi manusia serakah banget. lautan secantik ini mau di rusak juga gila gada otakkkkk,negatif
Menteri ESDM Bahlil Lahadalia Janji Bakal Evaluasi Tambang Nikel di Raja Ampat https://t.co/rzhPDx2BcO,negatif
@GreenpeaceID @prabowo @bahlillahadalia Emang anjing yang bikin ide raja ampat buat tambang,negatif
woy plis lah Raja Ampat sendiri ituu nuraninya pada kemanaa masa buat cuan elu sampe ngerusak ciptaan tuhan,negatif
Raja ampat diapain anjir itu gue belum bisa kesana tolong jangan dirusak dolooooo,positif
@adorabletanz aku masih sakit hati sama raja ampat eh muncul lg nih si anomali bahlul,negatif
Novita Hardini Tolak Tambang Nikel di Raja Ampat: Jangan Rusak Surga Dunia! https://t.co/D9orXlv6WB https://t.co/dckCGi64lc,negatif
Ku kira tumbal proyek itu manusia saja ternyata salah. Tinta hitam di atas kertas menunjukan wishlist liburan ke raja ampat hilang karena proyek nikel mu.,negatif
@intinyadeh Indonesia itu ga bs hidup berdampingan dg alam Jutaan hektar hutan di babat Pembukaan lahan yg ugal2an selalu jd bukti bagaimana keserakahan trjdi Raja ampat terancam di habisi jg Negara emg ga bs beri peraturN &amp; edukasi yg ketat ke warganya Mereka malah jd conth buruk!!,positif
Come on apakah ada yang membatasi informasi soal ini Pak? Kalau ada siapapun yg membatasi informasi Pak @prabowo soal Raja Ampat gila sih. Sampe saat ini belum ada statement khusus mengenai kasus ini.,negatif
Setelah pulau komodo sekarang raja ampat kurang stress gimana coba negeri ini? ,netral
@Dandhy_Laksono Mereka tidak sedang cari sensasi. Mereka sedang mempertahankan tanah laut dan hidup yang terancam. Raja Ampat bukan tanah kosong. Bukan ruang kosong untuk dipatok tambang. Kalau hukum bilang itu tak boleh ditambang kenapa pemerintah masih diam ketika 500 hektar hutan mulai,negatif
Alam hancur pemasukan buat negara kagak ada keindahan raja Ampat pun musnah,positif
Woy ndut aku belom ke Raja Ampat,netral
Sakitt sakitt pemerintah sakit asli sesakit sakitnya sekelas Raja Ampat masih aja lu babat,negatif
Prabowo goblok pemerintah goblok #SaveRajaAmpat malah dijadiin tambang nikel setan pdhl wisata alam Raja Ampat udh diakui dunia tolol stop mencemari tanah air kita soalnya seumur-umur blom pernah ke raja ampat pls BEGOKKKKKKK,positif
@livebedumpast @prabowo Kita ini daerah penghasil tapi karena regulasi dibuat di pusat kita hanya jadi penonton. Yang dirugikan bukan hanya pemerintah daerah tapi masyarakat banyak laporan yang masuk mengenai tambang ilegal di wilayah Raja Ampat yang kemudian berdampak pada pencemaran lingkungan.,negatif
@IESR @nafasidn Mendoakan semua pejabat yg kuasanya sanggup mengatasi hal ini tapi memilih ga melakukan apa2 dan memperkaya diri Doain masuk neraka lantai paling bawah Yg mau musnahin raja ampat sama hutan hujan indo yg lain jg Aamiiin https://t.co/YdEj3QViWO,negatif
@Mdy_Asmara1701 Drama doang entah kasus apalagi yg ditutupi. Sekarang santer kasus Tambang di Raja Ampat belum lg kasus sebelumnya. Toh memang ada yg berani maksulkan? Mereka mah di pemerintahan lagi drama doang,negatif
ih anjg gk terima banget raja ampat mau dirusak dasar pemerintahan kocak,negatif
Iyaa kan semua-muanya ajaa jadiin tambang. Padahal raja ampat itu cantik banget ya allah aku belum pernah kesanaaa,netral
Turut sedih saat denger kabar bahwa keindahan alam Raja Ampat terancam rusak karena tambang nikel. Ga bisa kah nahan nafsu buat ga nambang di sana? Itu kan aset negara. Harusnya dijaga dong. Kok bisa sampai dirusak? Kacau memang kalo negara dikuasai orgÂ² haus duit. https://t.co/74VChm3ibJ,positif
Krisis Ekologi di Raja Ampat Makin Nyata Tambang Nikel Ancam Laut dan Kehidupan Masyarakat https://t.co/w5XFZx0J0Y,netral
Raja Ampat di Ambang Krisis Lingkungan Aktivis Tuntut Hentikan Penambangan Nikel https://t.co/8DOOjyxzD8,netral
@Sorayaame Tadi di TT nemu video raja ampat pun bakal dijadiin apaa gitu. Lupa. Tadi rame mereka nolak keras tapi diseret keluar,netral
w belom pernah ke raja ampat tp udah mau dirusak aja sama pemerenta,negatif
EH SUMPAH W SEDIH ABIS BACA BERITANYA STOP NGERUSAKK ALAMMMMM PLSSSSï¸ï¸ RAJA AMPAT TUH WISHLIST GUE YG BELUM KECAPAIII AYOO JAGA BARENG BARENGGG,positif
SUMPAH ANJIRRR RAJA AMPAT WISH LIST GUE DARI SMP ANJIIIRRRRRRRRR IH ASLI GUE MARAH BANGETTT IH PEMERINTAH OON,negatif
Yth. Pak @prabowo @Dahnilanzar @DedynurPalakka Pertimbangkan soal tambang didaerah Raja Ampat menguntungkan iya tapi merugikan bagi alam itu sangat tak etis. Kita memiliki semuanya yg tidak dimiliki oleh Eropa Singapore dan Arab Saudi. Kenapa kita malah mengurangi yg berlebih? https://t.co/WHrujarmaM,netral
@GreenpeaceID selamatkan kehidupan di Raja Ampat #SaveRajaAmpat,netral
